192.168.2.102 - - [02/Jul/2020:06:55:13 -0700] "GET /zyupload/skins/images/delete_white.png HTTP/1.1" 200 447 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:06:55:14 -0700] "GET /zyupload/skins/images/success.png HTTP/1.1" 200 1621 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:06:55:18 -0700] "POST /upload HTTP/1.1" 502 537 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:20 -0700] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:20 -0700] "GET /zyupload/jquery-1.7.2.js HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:20 -0700] "GET /zyupload/skins/zyupload-1.0.0.min.css HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:20 -0700] "GET /zyupload/zyupload-1.0.0.min.js HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:20 -0700] "GET /zyupload/skins/images/add_img.png HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:50 -0700] "GET /zyupload/skins/images/bg.png HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:50 -0700] "GET /zyupload/skins/images/edit_white.png HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
192.168.2.102 - - [02/Jul/2020:07:00:50 -0700] "GET /zyupload/skins/images/delete_white.png HTTP/1.1" 304 0 "http://192.168.2.230/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
